district,jiedao,juwei,project,address,match
徐汇区,漕河泾街道,中海馨园居委会,中海馨园,钦州南路8弄,"""601930bf7e3a052fd4971f38"""
徐汇区,漕河泾街道,梓树园居委会,梓树园,钦州路108弄,"""601930b17e3a052fd4971f11"""
徐汇区,长桥街道,百龙居委会,龙吴路1137弄,龙吴路1137弄,
徐汇区,长桥街道,百龙居委会,百色路133弄,百色路133弄,
徐汇区,长桥街道,长桥八村居委会,长桥八村,罗秀路200弄,"""60192ef47e3a052fd497197a"""
徐汇区,长桥街道,长桥七村居委会,长桥六村,长桥六村,"""60192eee7e3a052fd4971960"""
徐汇区,长桥街道,长桥七村居委会,罗香苑,罗香路265弄,"""60192eeb7e3a052fd497195c"""
徐汇区,长桥街道,长桥七村居委会,长桥七村,长桥七村,"""60192ef07e3a052fd4971966"""
徐汇区,长桥街道,长桥七村居委会,星秀苑,长桥六村1-16｜27-37号,"""60192eeb7e3a052fd4971959"""
徐汇区,长桥街道,长桥三村第二居委会,长桥三村,长桥三村1-19号21-44号,"""60192ef97e3a052fd4971985"""
徐汇区,长桥街道,长桥三村第一居委会,长桥三村,长桥三村46号-159号,"""60192ef97e3a052fd4971985"""
徐汇区,长桥街道,长桥四村第二居委会,长桥四村,长桥四村30号-80号，90号-124号,"""60192ef97e3a052fd4971983"""
徐汇区,长桥街道,长桥四村第一居委会,长桥四村,长桥四村1号-28号，81号-86号,"""60192ef97e3a052fd4971983"""
徐汇区,长桥街道,长桥新村第一居委会,长桥新村,长桥新村,"""60192eed7e3a052fd497195e"""
徐汇区,长桥街道,长桥新村第一居委会,鑫隆花苑,上中路289弄-1～4号,
徐汇区,长桥街道,长桥一村居委会,长桥一村,长桥一村,"""60192efd7e3a052fd497198d"""
徐汇区,长桥街道,长桥一村居委会,星罗苑,罗香路168弄,"""60192ef77e3a052fd497197d"""
徐汇区,长桥街道,港口居委会,苑宏新村,苑宏新村,"""601931cf7e3a052fd49722a3"""
徐汇区,长桥街道,港口居委会,喜泰路15弄,喜泰路15弄,
徐汇区,长桥街道,港口居委会,喜泰路247弄,喜泰路247弄,
徐汇区,长桥街道,光华居委会,光华园,老沪闵路790弄|嘉川路28弄,"""601931137e3a052fd4972059"""
徐汇区,长桥街道,华滨居委会,华滨家园,龙吴路1323弄,"""601932c77e3a052fd4972620"""
徐汇区,长桥街道,华东花苑第二居委会,华东花苑,罗城路651弄,"""601931c77e3a052fd4972289"""
徐汇区,长桥街道,华东花苑第二居委会,华东花苑799弄,罗城路799弄,
徐汇区,长桥街道,华东花苑第一居委会,海波金桂苑,龙川北路436弄|龙川北路498弄,"""601931057e3a052fd497202b"""
徐汇区,长桥街道,华东花苑第一居委会,汇达苑,龙川北路681弄,"""601932b97e3a052fd49725f1"""
徐汇区,长桥街道,华沁居委,华沁家园,龙吴路1343弄,"""601932c77e3a052fd4972622"""
徐汇区,长桥街道,汇成二村居委会,汇成二村1号-39号.45号,汇成二村1号-39号.45号,
徐汇区,长桥街道,汇成二村居委会,汇成二村40号-44号,汇成二村40号-44号,
徐汇区,长桥街道,汇成三村居委会,汇成三村,汇成三村,"""6019310a7e3a052fd497203e"""
徐汇区,长桥街道,汇成五村居委会,汇成五村,汇成五村,"""601931107e3a052fd4972050"""
徐汇区,长桥街道,汇成一村居委会,汇成一村,汇成一村,"""6019310e7e3a052fd4972049"""
徐汇区,长桥街道,汇澜园居委会,幽澜苑,老沪闵路666弄,"""601931047e3a052fd4972029"""
徐汇区,长桥街道,汇澜园居委会,汇京佳丽园,石龙路999弄,"""6019310f7e3a052fd497204c"""
徐汇区,长桥街道,汇澜园居委会,协和紫薇园,老沪闵路680弄|老沪闵路706弄,
徐汇区,长桥街道,罗秀二村居委会,罗秀二村,罗秀二村1号-39号,"""60192ef37e3a052fd4971972"""
徐汇区,长桥街道,罗秀二村居委会,罗秀新村,罗秀新村1号-25号,"""60192ef87e3a052fd497197f"""
徐汇区,长桥街道,罗秀新村居委会,罗秀新村,罗秀新村26号-131号,"""60192ef87e3a052fd497197f"""
徐汇区,长桥街道,徐汇新城居委会,徐汇新城,龙吴路1717弄|龙吴路1727弄,
徐汇区,长桥街道,徐汇新城居委会,华馨公寓,罗秀路55弄,"""60192ef37e3a052fd4971970"""
徐汇区,长桥街道,园南二村居委会,园南二村,园南二村,"""601932c57e3a052fd497261d"""
徐汇区,长桥街道,园南三村居委会,园南三村,园南三村,"""601932c17e3a052fd4972610"""
徐汇区,长桥街道,园南三村居委会,天然居,百色路228弄,"""601932be7e3a052fd4972601"""
徐汇区,长桥街道,园南一村居委会,园南一村,园南一村|上中路458弄,"""601932c47e3a052fd4972616"""
徐汇区,长桥街道,中海瀛台居委会,中海瀛台二期,龙瑞路77弄,
徐汇区,长桥街道,中海瀛台居委会,中海瀛台一期,龙瑞路128号、龙吴路1268号,
徐汇区,虹梅路街道,东兰路居委会,虹梅路1035弄,虹梅路1035弄,
徐汇区,虹梅路街道,东兰路居委会,东兰路51弄,东兰路51弄,
徐汇区,虹梅路街道,东兰路居委会,古美路1068弄,古美路1068弄,
徐汇区,虹梅路街道,古美路第二居委会,古美二村,东兰路111弄|东兰路121弄|东兰路151弄,
徐汇区,虹梅路街道,古美路第三居委会,古美三村,古美路1107弄50号102,"""601923aa7e3a052fd496f627"""
徐汇区,虹梅路街道,古美路第四居委会,古美四村,古美路1107弄古美四村|平阳路300弄,"""601923ad7e3a052fd496f630"""
徐汇区,虹梅路街道,古美路第四居委会,新园大楼,平阳路300弄新园大楼,
徐汇区,虹梅路街道,古美路第一居委会,东兰路111弄,东兰路111弄,
徐汇区,虹梅路街道,古美路第一居委会,古美路1135弄,古美路1135弄,
徐汇区,虹梅路街道,古美路第一居委会,古美一村,东兰路121弄,"""601923af7e3a052fd496f638"""
徐汇区,虹梅路街道,古美路第一居委会,东兰路小区,东兰路97号|东兰路99号|东兰路101号|东兰路103号|东兰路105号|东兰路107号|东兰路109号,
徐汇区,虹梅路街道,桂林苑居委会,桂林苑,钦州北路885弄|钦州北路888弄,"""60192cbb7e3a052fd4971321"""
徐汇区,虹梅路街道,航天新苑居委会,航天新苑,虹梅路2015弄41号甲,"""60192cb97e3a052fd497131d"""
徐汇区,虹梅路街道,虹南居委会,惠工新村,桂林路626弄,
徐汇区,虹梅路街道,虹南居委会,欣嘉苑,钦州北路1018弄,"""60192cb87e3a052fd4971319"""
徐汇区,虹梅路街道,虹星居委会,欣嘉苑四期,钦州北路1018弄,
徐汇区,虹梅路街道,虹星居委会,东方康洛,钦江路28号,"""60192cb47e3a052fd497130f"""
徐汇区,虹梅路街道,虹星居委会,航天公寓二期,钦州北路939弄,
徐汇区,虹梅路街道,虹星居委会,航天公寓一期,钦州北路927弄,
徐汇区,虹梅路街道,钦北居委会,虹梅小区,虹梅路2666弄,"""60192cb77e3a052fd4971316"""
徐汇区,虹梅路街道,怡桂苑居委会,怡桂苑,桂林路505弄|钦江路15号|钦江路47弄,"""601930f07e3a052fd4971fe3"""
徐汇区,虹梅路街道,永兆居委会,永兆小区,虹梅路2588号,
徐汇区,康健新村街道,茶花桂花居委会,桂花园,江安路58弄,
徐汇区,康健新村街道,茶花桂花居委会,茶花园,浦北路959弄,
徐汇区,康健新村街道,长虹坊居委会,长虹坊,桂林西街11弄2号,"""601930a17e3a052fd4971ed7"""
徐汇区,康健新村街道,丁香迎春居委会,迎春（1-2）,虹漕南路718弄,
徐汇区,康健新村街道,丁香迎春居委会,丁香园,百花街345弄,
徐汇区,康健新村街道,金桂苑居委会,金桂苑,虹漕南路99弄,
徐汇区,康健新村街道,康宁强居委会,康强坊小区,桂林东街51弄；桂林东街99弄,
徐汇区,康健新村街道,康宁强居委会,海上名邸,桂林东街28弄,"""601930b67e3a052fd4971f23"""
徐汇区,康健新村街道,寿祥坊居委会,寿祥坊,桂林西街111弄,"""601930ae7e3a052fd4971f07"""
徐汇区,康健新村街道,寿益坊居委会,寿益坊多层,桂林西街85弄,
徐汇区,康健新村街道,樱花园居委会,东樱花园,桂平支路35弄,
徐汇区,康健新村街道,樱花园居委会,西樱花园,桂平支路35弄,
徐汇区,康健新村街道,紫鹃园居委会,紫竹园,浦北路948弄,
徐汇区,康健新村街道,紫薇园居委会,紫薇园,桂平路123弄,"""601930b77e3a052fd4971f27"""
徐汇区,田林街道,爱建园居委会,爱建园,田林东路100弄1、2、5-24号,"""601930fc7e3a052fd497200e"""
徐汇区,田林街道,长春居委会,凯托大厦,中山西路1878号,"""601930e57e3a052fd4971fbd"""
徐汇区,田林街道,古宜居委会,吴东小区,吴中东路500弄,"""601932ce7e3a052fd497263c"""
徐汇区,田林街道,古宜居委会,东航公寓,中山西路1509弄,"""601932a07e3a052fd4972596"""
徐汇区,田林街道,古宜居委会,徐虹公寓,古宜路170弄|古宜路180弄,"""6019329c7e3a052fd497258b"""
徐汇区,田林街道,华鼎居委会,华鼎广场,中山西路2366弄1-3号,"""601930e37e3a052fd4971fb4"""
徐汇区,田林街道,锦馨苑居委会,锦馨苑,古井路38弄,"""601930fc7e3a052fd497200c"""
徐汇区,田林街道,锦馨苑居委会,虹桥大仕馆,宋园路128弄,"""601930ed7e3a052fd4971fd7"""
徐汇区,田林街道,千鹤第二、四居委会,金祥苑,柳州路628弄,"""601930f47e3a052fd4971ff4"""
徐汇区,田林街道,千鹤第三居委会,申德公寓,柳州路585弄,"""601930e07e3a052fd4971fac"""
徐汇区,田林街道,千鹤第三居委会,柳州路600弄,柳州路600弄,
徐汇区,田林街道,田林三、四村居委会,田林四村,田林4村65弄89弄374弄,"""601930d97e3a052fd4971f95"""
徐汇区,田林街道,田林三、四村居委会,田林三村,田林3村65弄89弄374弄,"""601930c37e3a052fd4971f45"""
徐汇区,田林街道,田林十二村居委会,田林六街坊,田林十二村,
徐汇区,田林街道,田林十三村居委会,田林十三村,田林十三村,"""601930ee7e3a052fd4971fde"""
徐汇区,田林街道,田林十四村居委会,田林十四村,田林十四村,"""601930f97e3a052fd4972003"""
徐汇区,田林街道,田林十一村居委会,田林五街坊,田林十一村,
徐汇区,田林街道,田林五、六、七村居委会,田林六村,田林六村,"""601930ec7e3a052fd4971fd5"""
徐汇区,田林街道,田林五、六、七村居委会,田林七村,田林七村,"""601930f07e3a052fd4971fe1"""
徐汇区,田林街道,田林五、六、七村居委会,田林五村,田林五村,"""601930dd7e3a052fd4971f9f"""
徐汇区,田林街道,田林五、六、七村居委会,田林路90弄,田林路90弄,"""601930ce7e3a052fd4971f6c"""
徐汇区,田林街道,小安桥居委会,吴中公寓,中山西路1536弄,"""601930e77e3a052fd4971fc2"""
徐汇区,田林街道,新苑第三、四居委会,钦州公寓,钦州路760—820号,"""601930f47e3a052fd4971ff0"""
徐汇区,田林街道,新苑第三、四居委会,钦州花苑,钦州路840号,"""601930fd7e3a052fd4972012"""
徐汇区,田林街道,新苑第五、六、七居委会,宜山路655弄,宜山路655弄2、4、6号,
徐汇区,田林街道,新苑第五、六、七居委会,田林东路414弄(2),田林东路414弄4-8号,
徐汇区,田林街道,新苑第五、六、七居委会,田林东路414弄(1),田林东路414弄1-3号,
徐汇区,田林街道,新苑第一、二居委会,钦州花苑,钦州路860号880号900号920号,"""601930fd7e3a052fd4972012"""
徐汇区,斜土路街道,茶陵居委会,斜土路1212弄,斜土路1212弄,"""6019311a7e3a052fd497206d"""
徐汇区,斜土路街道,茶陵居委会,斜土路1220号,斜土路1220号,"""601931667e3a052fd4972150"""
徐汇区,斜土路街道,茶陵居委会,瑞金南苑,瑞金南路458弄,"""601931aa7e3a052fd4972220"""
徐汇区,斜土路街道,茶陵居委会,斜土路1218号,斜土路1218号,"""6019314a7e3a052fd4972100"""
徐汇区,斜土路街道,大木桥路第三居委会,斜土路1358弄,斜土路1358弄,"""601931687e3a052fd4972157"""
徐汇区,斜土路街道,大木桥路第三居委会,茶陵路345弄,茶陵路345弄,"""601931737e3a052fd4972174"""
徐汇区,斜土路街道,大木桥路第四居委会,大木桥路485弄,大木桥路485弄,
徐汇区,斜土路街道,大木桥路第四居委会,茶陵路400弄,茶陵路400弄,"""601931527e3a052fd4972113"""
徐汇区,斜土路街道,大木桥路第四居委会,日晖三村,茶陵路340弄,"""601931467e3a052fd49720ee"""
徐汇区,斜土路街道,大木桥路第四居委会,零陵路111弄,零陵路111弄,
徐汇区,斜土路街道,大木桥路第五居委会,大闻公寓,清真路55弄,"""6019316f7e3a052fd4972168"""
徐汇区,斜土路街道,大木桥路第五居委会,金色港湾,大木桥路158弄,"""601931a77e3a052fd4972219"""
徐汇区,斜土路街道,大木桥路第五居委会,百乐公寓,清真路67弄,"""601931757e3a052fd497217a"""
徐汇区,斜土路街道,恒益居委会,大木桥路237弄,大木桥路237弄,
徐汇区,斜土路街道,恒益居委会,斜土路1341弄,斜土路1341弄,
徐汇区,斜土路街道,恒益居委会,大木桥路247弄,大木桥路247弄,
徐汇区,斜土路街道,恒益居委会,恒益公寓,正阳路111号,"""601931587e3a052fd497212a"""
徐汇区,斜土路街道,恒益居委会,斜土路1275弄,斜土路1275弄，斜土路1341弄,
徐汇区,斜土路街道,江南新村居委会,江南新村,大木桥路600弄/零陵路190弄/小木桥路511弄/中山南二路262号/中山南二路264号/中山南二路268号/中山南二路270号/中山南二路272号/中山南二路274号/江南二村/大木桥路江南一村600弄/江南一村大木桥路600弄,
徐汇区,斜土路街道,景泰居委会,福华花苑,斜土路1111弄,"""601931a17e3a052fd49721ff"""
徐汇区,斜土路街道,景泰居委会,景泰大厦,斜土路1175号,"""6019316b7e3a052fd497215d"""
徐汇区,斜土路街道,景泰居委会,时运大楼,正阳路25弄,"""6019317c7e3a052fd497218f"""
徐汇区,斜土路街道,康巨居委会,双晖小区,瑞金南路546、570号,"""601931747e3a052fd4972176"""
徐汇区,斜土路街道,康巨居委会,紫汇苑,紫汇苑,"""6019319b7e3a052fd49721ec"""
徐汇区,斜土路街道,康巨居委会,茶陵小区,茶陵路75弄/茶陵路105弄/茶陵路65弄/茶陵路159弄,"""6019319b7e3a052fd49721ea"""
徐汇区,斜土路街道,康巨居委会,环龙新苑,瑞金南路628弄,
徐汇区,斜土路街道,日晖二村居委会,日晖二村,零陵路60-10号/大木桥路509弄/  大木桥路599号,"""601931a67e3a052fd4972211"""
徐汇区,斜土路街道,日晖六村第二居委会,日晖六村,小木桥路323弄;小木桥路339弄;小木桥路345弄;零陵路197号;零陵路199号;斜土路路1480弄;斜土路1590号,"""601931af7e3a052fd4972230"""
徐汇区,斜土路街道,日晖六村第一居委会,日晖六村,斜土路1480弄/斜土路1464弄/大木桥路340弄,"""601931af7e3a052fd4972230"""
徐汇区,斜土路街道,日晖七村居委会,清真路99弄,清真路99弄,
徐汇区,斜土路街道,日晖七村居委会,小木桥路227弄,小木桥路227弄,"""6019315b7e3a052fd4972130"""
徐汇区,斜土路街道,日晖七村居委会,日晖七村,斜土路1515弄,"""601931407e3a052fd49720dd"""
徐汇区,斜土路街道,日晖五村居委会,日晖五村,茶陵路225弄,"""601931637e3a052fd4972147"""
徐汇区,斜土路街道,日晖五村居委会,斜土路225弄,斜土路225弄,
徐汇区,斜土路街道,日晖五村居委会,申晖小区,瞿溪路1365弄,"""601931577e3a052fd4972127"""
徐汇区,斜土路街道,日晖新城居委会,丝庐花语,零陵路29弄,"""601931af7e3a052fd4972232"""
徐汇区,斜土路街道,日晖新城居委会,天合雅苑,零陵北路7弄,
徐汇区,斜土路街道,日晖新城居委会,日晖新城,零陵北路9弄,"""601931a67e3a052fd497220f"""
徐汇区,斜土路街道,上影居委会,大木桥路65号,大木桥路65号,
徐汇区,斜土路街道,上影居委会,大木桥路41弄,大木桥路41弄,
徐汇区,斜土路街道,上影居委会,大木桥路37弄,大木桥路37弄,
徐汇区,斜土路街道,上影居委会,大木桥路95号,大木桥路95号,
徐汇区,斜土路街道,上影居委会,肇嘉浜路243弄,肇嘉浜路243弄,
徐汇区,斜土路街道,肇嘉浜路第一居委会,瑞嘉小区,肇嘉浜路99弄,
徐汇区,斜土路街道,肇嘉浜路第一居委会,肇嘉浜路193弄小区,雅安路1-9号|炎虹路71弄|炎虹路76弄,
徐汇区,斜土路街道,肇嘉浜路第一居委会,鼎园,肇嘉浜路7号,
徐汇区,斜土路街道,肇嘉浜路第一居委会,衡园,肇嘉浜路102弄,"""601931ac7e3a052fd497222a"""
徐汇区,斜土路街道,肇清居委会,嘉乐公寓,肇嘉浜路387号,"""601931787e3a052fd4972181"""
徐汇区,斜土路街道,肇清居委会,香樟苑,肇嘉浜路381弄,
徐汇区,斜土路街道,肇清居委会,祥和公寓,医学院路5弄，大木桥路100号,
徐汇区,斜土路街道,肇清居委会,凯悦小区,平江路9弄,
徐汇区,斜土路街道,肇清居委会,平华大楼,肇嘉浜路539号,
徐汇区,斜土路街道,肇清居委会,金兰花苑,肇嘉浜路433号,"""601931187e3a052fd4972066"""
徐汇区,斜土路街道,肇清居委会,汇成桂苑,清真路58弄,"""601931a57e3a052fd497220d"""
徐汇区,斜土路街道,肇清居委会,嘉馨公寓,医学院路15弄，,
徐汇区,斜土路街道,肇清居委会,平江大楼,平江路25号,"""6019316b7e3a052fd4972161"""
徐汇区,斜土路街道,肇清居委会,肇嘉浜路417弄,肇嘉浜路417弄,
徐汇区,斜土路街道,肇清居委会,益灵一,小木桥路101弄,
杨浦区,控江路街道,沧州路一八零弄居委会,繁江小区,繁江小区,
杨浦区,控江路街道,沧州路一八零弄居委会,沧州路180弄,松花江路855号 |双阳路594弄1&mdash;8号|沧州路180弄1&mdash;28号,"""601a1b7f7e3a052fd49845a4"""
杨浦区,控江路街道,沧州路一八零弄居委会,沧州路160弄,沧州路160弄,"""6019388c7e3a052fd4973858"""
杨浦区,控江路街道,沧州路一八零弄居委会,双阳路604弄,双阳路604弄1&mdash;11号,"""6019392c7e3a052fd49739f4"""
杨浦区,控江路街道,沧州路一八零弄居委会,靖宇中路70弄,靖宇中路70弄,
杨浦区,控江路街道,凤二(1)居委会,凤城花园,延吉西路101弄,"""601939a77e3a052fd4973b32"""
杨浦区,控江路街道,凤二(1)居委会,凤城二村第一小区,凤城二村1-61号、凤城二村77-139号|凤城路91弄1-6号|延吉西路81弄1-10号|祝家宅24-29号,
杨浦区,控江路街道,凤二(2)居委会,凤城二村第二小区,凤城二村77&mdash;139号、江浦路1709弄1&mdash;5号,
杨浦区,控江路街道,凤二(2)居委会,江浦路1709弄,江浦路1709弄1&mdash;5号,"""601936657e3a052fd49730eb"""
杨浦区,控江路街道,凤联居委会,凤城六村第二小区,凤城六村31-55号,
杨浦区,控江路街道,凤联居委会,凤城六村第一小区,凤城六村3-30号,
杨浦区,控江路街道,凤联居委会,益海佳缘,中山北二路709弄,
杨浦区,控江路街道,凤联居委会,凤六新苑,中山北二路345弄,"""601939ac7e3a052fd4973b41"""
杨浦区,控江路街道,凤联居委会,凤六1号楼,凤六1号楼,
杨浦区,控江路街道,凤三(1)居委会,凤城三村第一小区,凤城三村1号-36号,
杨浦区,控江路街道,凤三(1)居委会,凤城三村第二小区（黄兴路）,黄兴路1057号-1063号,
杨浦区,控江路街道,凤三(1)居委会,黄兴路1413弄,黄兴路1413弄,
杨浦区,控江路街道,凤三(1)居委会,延吉西路80弄,延吉西路80弄1号-38号,
杨浦区,控江路街道,凤三(2)居委会,凤城三村37-90号,凤城三村80号1楼,
杨浦区,控江路街道,凤三(2)居委会,长岭路75弄,长岭路75弄,
杨浦区,控江路街道,凤三(3)居委会,凤城三村第三小区,江浦路2000弄13-16号|凤城三村92&mdash;99号、101&mdash;123号、100号甲、100乙|长岭路60弄1-24号,
杨浦区,控江路街道,凤三(3)居委会,江浦路2009弄,江浦路2009弄,"""6019367f7e3a052fd4973147"""
杨浦区,控江路街道,凤三(4)居委会,凤城三村第四小区,凤城三村124&mdash;185号,
杨浦区,控江路街道,凤新居委会,控江路1525弄,控江路1525弄,"""60193ba47e3a052fd497414e"""
杨浦区,控江路街道,抚岭居委会,凤城五村,凤城五村,"""601939b37e3a052fd4973b53"""
杨浦区,控江路街道,抚岭居委会,凤城四村,凤城四村,"""601939147e3a052fd49739b7"""
杨浦区,控江路街道,黄兴居委会,黄兴小区,黄兴路1039弄1－38号|黄兴路1019弄1&mdash;13号|凤城路104弄1&mdash;13号|黄兴路999&mdash;1009号|黄兴路601号|控江路1334－1448号|凤城路42－48号|黄兴路619弄1号-4号|黄兴路619弄1号甲-4号甲|黄兴路609号、613号、617号、621号、625号、629号,
杨浦区,控江路街道,黄兴居委会,黄兴路995弄,黄兴路995弄,
杨浦区,控江路街道,控江二村一零七弄居委会,控江二村107弄,控江二村107弄,
杨浦区,控江路街道,控江二村一零七弄居委会,靖宇南路99弄,靖宇南路99弄,
杨浦区,控江路街道,控江路一千二百弄居委会,控江路1200弄,控江路1200弄,"""601939bc7e3a052fd4973b6e"""
杨浦区,控江路街道,控江路一千二百弄居委会,控江二村,控江二村55&mdash;74号、控江二村60&mdash;71号甲,"""601939b97e3a052fd4973b65"""
杨浦区,控江路街道,控江路一千二百弄居委会,东方名园,延吉中路555弄,"""601939b87e3a052fd4973b62"""
杨浦区,控江路街道,控江路一一九七弄居委会,控江路1197弄,控江路1197弄,"""60193bf37e3a052fd4974266"""
杨浦区,控江路街道,控江路一一九七弄居委会,大居苑,控江路1169弄,"""60193bbc7e3a052fd49741a4"""
杨浦区,控江路街道,控江路一一九七弄居委会,金源佳苑,源泉路79弄1-6号,"""60193bb77e3a052fd4974192"""
杨浦区,控江路街道,控江路一一九七弄居委会,周家嘴路3109弄,周家嘴路3109弄,
杨浦区,控江路街道,控江四村第二居委会,控江四村第二小区,控江四村1-16号，122-165号,
杨浦区,控江路街道,控江四村第一居委会,控江四村66甲-75甲,控江四村66甲-75甲,
杨浦区,控江路街道,控江四村第一居委会,控江四村58-69号,控江四村58-69号,
杨浦区,控江路街道,控江四村第一居委会,控江四村70-89号,控江四村70-89号,
杨浦区,控江路街道,控江四村第一居委会,控江四村18-57号,控江四村18-57号,
杨浦区,控江路街道,控一居委会,双阳路490弄,双阳路490弄,"""6019399d7e3a052fd4973b1b"""
杨浦区,控江路街道,控一居委会,万昌大楼,双阳路502弄,
杨浦区,控江路街道,控一居委会,杨浦公寓,控江路980弄,"""601939b07e3a052fd4973b4a"""
杨浦区,控江路街道,控一居委会,控江一村,控江一村,"""601939b37e3a052fd4973b55"""
杨浦区,控江路街道,双花居委会,双花公寓,双阳路666弄,"""601939237e3a052fd49739e2"""
杨浦区,控江路街道,双花居委会,松苑,松花江路1160弄,
杨浦区,控江路街道,双花居委会,福阳大厦,松花江路1250弄,"""6019388b7e3a052fd4973854"""
杨浦区,控江路街道,双阳居委会,双阳一村,双阳一村,"""60193ba97e3a052fd4974164"""
杨浦区,控江路街道,双阳居委会,金源佳缘,源泉路118弄,
杨浦区,控江路街道,双阳居委会,控江路1039弄,控江路1039弄,"""60193ba17e3a052fd4974145"""
杨浦区,控江路街道,双阳居委会,国富苑,控江路1029弄,"""60193bae7e3a052fd4974171"""
杨浦区,控江路街道,双阳居委会,双阳二村,双阳二村,"""60193b807e3a052fd49740cb"""
杨浦区,控江路街道,望春花居委会,望春花,延吉中路118弄,
杨浦区,控江路街道,欣辉居委会,控江四村欣辉小区,控江四村90-121号,
杨浦区,控江路街道,欣辉居委会,金宇名邸,靖宇南路118弄,"""601939ca7e3a052fd4973b98"""
杨浦区,控江路街道,欣辉居委会,延吉中路310弄320弄,延吉中路310弄320弄,
杨浦区,控江路街道,新凤城居委会,凤城一村,凤城一村,"""601939a37e3a052fd4973b2a"""
杨浦区,控江路街道,紫城居委会,城市丽园,延吉中路245弄,"""601939b77e3a052fd4973b60"""
杨浦区,控江路街道,紫城居委会,紫罗兰,延吉中路365弄,
杨浦区,四平路街道,鞍山八村居委会,鞍山八村,鞍山八村1-46号,"""601936a67e3a052fd49731d1"""
杨浦区,四平路街道,鞍山六村居委会,国中大厦,阜阳路20弄,
杨浦区,四平路街道,鞍山六村居委会,鞍山六村,鞍山六村,"""601936a27e3a052fd49731c6"""
杨浦区,四平路街道,鞍山路三一零弄居委会,鞍山路310弄1-13 16-18 23-26号,鞍山路310弄1-13 16-18 23-26号,
杨浦区,四平路街道,鞍山路三一零弄居委会,彰武大楼,彰武路72号,"""601936887e3a052fd497316a"""
杨浦区,四平路街道,鞍山路三一零弄居委会,阜新路287弄1—4号,阜新路287弄1—4号,
杨浦区,四平路街道,鞍山路三一零弄居委会,阜新路284弄1-6号 8—9号,阜新路284弄1-6号 8—9号,
杨浦区,四平路街道,鞍山七村居委会,鞍山六村39号甲第一小区,鞍山七村13号-15号,
杨浦区,四平路街道,鞍山七村居委会,鞍山六村39号甲第四小区,鞍山七村42号甲,
杨浦区,四平路街道,鞍山七村居委会,鞍山六村39号甲第六小区,鞍山六村3-12、16-27、31-46,
杨浦区,四平路街道,鞍山七村居委会,鞍山六村39号甲第三小区,闸电1-32、七村25号,
杨浦区,四平路街道,鞍山七村居委会,鞍山六村39号甲第五小区,鞍山七村2号-24号、26号-31号,
杨浦区,四平路街道,鞍山七村居委会,鞍山六村39号甲第二小区,鞍山七村28号-30号,
杨浦区,四平路街道,鞍山七村居委会,鞍山六村39号甲第七小区,闸电33号-36号,
杨浦区,四平路街道,鞍山七村居委会,莱克大厦,莱克大厦1548号,"""601936767e3a052fd497312b"""
杨浦区,四平路街道,鞍山三村居委会,鞍山三村,鞍山三村1号-56号、18号甲、37号甲,"""601936a57e3a052fd49731cf"""
杨浦区,四平路街道,鞍山四村第二居委会,鞍山四村第二小区,鞍山四村31-58号、42-45号甲、鞍山路215弄1-9号、阜新路182弄1-10号、14-15号、184弄1-18号、15号甲,"""601936a27e3a052fd49731c3"""
杨浦区,四平路街道,鞍山四村第三居委会,打虎山路阜新路口第二小区,苏家屯路29弄,
杨浦区,四平路街道,鞍山四村第三居委会,打虎山路阜新路口第一小区,苏家屯路29弄,
杨浦区,四平路街道,鞍山四村第三居委会,爱联大厦,锦西路185号,"""601936747e3a052fd4973120"""
杨浦区,四平路街道,鞍山四村第三居委会,鞍山四村第四小区（锦西路）,打虎山路118弄|锦西路171号、175号、177号、185号,
杨浦区,四平路街道,鞍山四村第三居委会,鞍山四村第三小区,打虎山路180弄,"""601936a97e3a052fd49731dc"""
杨浦区,四平路街道,鞍山四村第一居委会,抚顺路393弄,抚顺路393弄1-20号,
杨浦区,四平路街道,鞍山四村第一居委会,鞍山四村第一小区,鞍山四村1-30号、1-2甲、15-20号甲、9号甲、11号甲,"""601936a57e3a052fd49731cd"""
杨浦区,四平路街道,鞍山四村第一居委会,抚顺路373弄,抚顺路373弄1-27号,
杨浦区,四平路街道,鞍山五村居委会,鞍山五村,鞍山五村2-55号,"""601936a07e3a052fd49731bd"""
杨浦区,四平路街道,鞍山一村第二居委会,锦西路30弄,锦西路30弄,"""601936727e3a052fd4973117"""
杨浦区,四平路街道,鞍山一村第二居委会,鞍山一村第二小区,鞍山一村121-148号,
杨浦区,四平路街道,鞍山一村第二居委会,华元豪庭,本溪路186弄,"""6019369d7e3a052fd49731ae"""
杨浦区,四平路街道,鞍山一村第二居委会,中通雅苑,鞍山路78弄,"""6019369a7e3a052fd49731ac"""
杨浦区,四平路街道,鞍山一村第三居委会,控江路1700号,控江路1700号,
杨浦区,四平路街道,鞍山一村第三居委会,控江路1670弄,控江路1670弄14-19号  21-26号,"""601936757e3a052fd4973124"""
杨浦区,四平路街道,鞍山一村第三居委会,本溪路141弄,本溪路141弄1-14号,
杨浦区,四平路街道,鞍山一村第三居委会,控江路1732-1734号,控江路1732-1734号,
杨浦区,四平路街道,鞍山一村第三居委会,本溪路165弄,本溪路165弄1-10号,"""6019366b7e3a052fd49730ff"""
杨浦区,四平路街道,鞍山一村第三居委会,本溪路189弄,本溪路189弄,
