sid,isb,search,title,dizhi,lng,lat,similarity,name,district,fLng,fLat,followerCount,_id,fAddress
,____,,______,,,,0,福州路379弄,黄浦,121.4895198,31.23956522,,60194a867e3a052fd497700f,福州路379弄
NOQU2Y2VJB,曙光东苑,曙光东苑,[浦东] 曙光东苑,学北路337弄,121.711396,31.191735,0,广东路162号,黄浦,121.494733,31.239352,,60194a587e3a052fd4976f59,广东路162号
MILFFKBKIS,河南北小区,河南北小区,[虹口] 河南北小区,海宁路590弄,121.481865,31.248361,0,河南中路30号,黄浦,121.493588,31.237277,,60194a597e3a052fd4976f5c,河南中路30号
,____,,______,,,,0,浙江中路666,黄浦,121.483146,31.246663,,60194a597e3a052fd4976f5e,浙江中路666
VXIRCZ2HAH,宁波小区,宁波小区,[黄浦] 宁波小区,宁波路120弄,121.484702,31.239886,0.6,宁波路484-486号,黄浦,121.484838,31.243173,,60194a5a7e3a052fd4976f60,宁波路484-486号
Z7PCO8TKUZ,北京里,北京里,[黄浦] 北京里,北京东路288弄,121.483996,31.241233,0.6666666666666666,北京东路499弄,黄浦,121.487196,31.245226,,60194a5a7e3a052fd4976f62,北京东路499弄
,____,,______,,,,0,浙江中路519号,黄浦,121.483323,31.243825,,60194a5a7e3a052fd4976f64,浙江中路519号
,____,,______,,,,0,浙江中路682号,黄浦,121.483141,31.246568,,60194a5c7e3a052fd4976f69,浙江中路682号
NE9N4FS8PL,陕西南路186弄小区,陕西南路186弄小区,[徐汇] 陕西南路186弄小区,陕西南路186弄,121.457084,31.219138,0,山西南路316-318号,黄浦,121.488082,31.244974,,60194a5d7e3a052fd4976f6f,山西南路316-318号
,____,,______,,,,0,浙江中路687号,黄浦,121.482946,31.246573,,60194a5e7e3a052fd4976f71,浙江中路687号
QOD0DIHCAY,中山小区,中山小区,[黄浦] 中山小区,广东路131弄,121.48897,31.232952,0.6,中山东一路32号,黄浦,121.495745,31.24662,,60194a5e7e3a052fd4976f73,中山东一路32号
KDVBVWOBIZ,丽园路574弄小区,丽园路574弄小区,[黄浦] 丽园路574弄小区,丽园路574弄,121.48122,31.207007,0.4,丽园路90号,黄浦,121.49463586614,31.216037009289,,60194a787e3a052fd4976fd9,丽园路90号
KDVBVWOBIZ,丽园路574弄小区,丽园路574弄小区,[黄浦] 丽园路574弄小区,丽园路574弄,121.48122,31.207007,0.4,丽园路68号,黄浦,121.49523772334,31.216233846064,,60194a7a7e3a052fd4976fe1,丽园路68号
KDVBVWOBIZ,丽园路574弄小区,丽园路574弄小区,[黄浦] 丽园路574弄小区,丽园路574弄,121.48122,31.207007,0.4,丽园路239号,黄浦,121.49259925214,31.215641232021,,60194a7b7e3a052fd4976fe4,丽园路239号
AJ5UYEJZL4,徽宁小区,徽宁小区,[黄浦] 徽宁小区,南车站路192弄,121.490281,31.209433,0.6,徽宁路405号,黄浦,121.49562836078,31.215746280944,,60194a7b7e3a052fd4976fe6,徽宁路405号
AJ5UYEJZL4,徽宁小区,徽宁小区,[黄浦] 徽宁小区,南车站路192弄,121.490281,31.209433,0.6,徽宁路367号,黄浦,121.49648082396,31.216057850512,,60194a7c7e3a052fd4976fe8,徽宁路367号
AJ5UYEJZL4,徽宁小区,徽宁小区,[黄浦] 徽宁小区,南车站路192弄,121.490281,31.209433,0.6,徽宁路363号,黄浦,121.4965109154,31.216077566196,,60194a7c7e3a052fd4976fea,徽宁路363号
KDVBVWOBIZ,丽园路574弄小区,丽园路574弄小区,[黄浦] 丽园路574弄小区,丽园路574弄,121.48122,31.207007,0.4,丽园路48号,黄浦,121.49586956748,31.216403965516,,60194a7c7e3a052fd4976fec,丽园路48号
K9KLIIEMJM,南车站小区,南车站小区,[黄浦] 南车站小区,南车站路149弄,121.492561,31.208203,0.5454545454545454,南车站路149弄,黄浦,121.4977853,31.21544493,,60194a7f7e3a052fd4976fef,南车站路149弄
JGTKW1C4Q3,西藏北路691弄小区,西藏北路691弄小区,[静安] 西藏北路691弄小区,西藏北路691弄,121.4682,31.254101,0,西藏南路1207弄,黄浦,121.4937564,31.21510089,,60194a7f7e3a052fd4976ff1,西藏南路1207弄
JGTKW1C4Q3,西藏北路691弄小区,西藏北路691弄小区,[静安] 西藏北路691弄小区,西藏北路691弄,121.4682,31.254101,0,西藏南路1135弄,黄浦,121.4934014,31.21637343,,60194a7f7e3a052fd4976ff3,西藏南路1135弄
PFDKMXNUGI,世界花园别墅,世界花园别墅,[长宁] 世界花园别墅,兴国路338号,121.436609,31.206203,0,世界贸易大厦,黄浦,121.4878945,31.23904856,,60194a647e3a052fd4976f8b,广东路500号
,____,,______,,,,0,浙江中路629号,黄浦,121.483063,31.246956,,60194a657e3a052fd4976f8d,浙江中路629号
Z7PCO8TKUZ,北京里,北京里,[黄浦] 北京里,北京东路288弄,121.483996,31.241233,0.6666666666666666,北京东路860-862号,黄浦,121.480582,31.243967,,60194a667e3a052fd4976f95,北京东路860-862号
V9VKBQGVS5,江西北小区,江西北小区,[虹口] 江西北小区,海宁路570弄,121.482195,31.24909,0,江西中路412弄,黄浦,121.492093,31.246799,,60194a677e3a052fd4976f97,江西中路412弄
MILFFKBKIS,河南北小区,河南北小区,[虹口] 河南北小区,海宁路590弄,121.481865,31.248361,0,河南中路382弄,黄浦,121.491706,31.242996,,60194a677e3a052fd4976f9a,河南中路382弄
,____,,______,,,,0,浙江中路229号,黄浦,121.485603,31.239353867644,,60194a687e3a052fd4976f9c,浙江中路229号
,____,,______,,,,0,贵州路153号,黄浦,121.4825069649,31.242582658149,,60194a687e3a052fd4976f9e,贵州路153号
VXIRCZ2HAH,宁波小区,宁波小区,[黄浦] 宁波小区,宁波路120弄,121.484702,31.239886,0.6,宁波路443号,黄浦,121.48559058631,31.243298512975,,60194a697e3a052fd4976fa1,宁波路443号
Z7PCO8TKUZ,北京里,北京里,[黄浦] 北京里,北京东路288弄,121.483996,31.241233,0.6666666666666666,北京东路851号,黄浦,121.48072700038,31.243675868176,,60194a6a7e3a052fd4976fa3,北京东路851号
Z7PCO8TKUZ,北京里,北京里,[黄浦] 北京里,北京东路288弄,121.483996,31.241233,0.6666666666666666,北京东路157-159号,黄浦,121.49376578,31.246364881827,,60194a6b7e3a052fd4976fa5,"北京东路157号, 北京东路159号"
4L6MNWHLG0,四川小区,四川小区,[黄浦] 四川小区,四川南路380弄,121.490222,31.230186,0.6,四川中路613-641号,黄浦,121.492684,31.248128,,60194a5e7e3a052fd4976f75,"四川中路613号, 四川中路615号, 四川中路617号, 四川中路619号, 四川中路621号, 四川中路623号, 四川中路627号, 四川中路635-637号, 四川中路641号, 四川中路629号"
,____,,______,,,,0,浙江中路118弄,黄浦,121.487308,31.238131,,60194a5f7e3a052fd4976f78,浙江中路118弄
V0FNHSWJB1,大华兰湖天境,大华兰湖天境,[宝山] 大华兰湖天境,美兰湖罗迎路505弄,121.355496,31.403802,0,天津路330-334号,黄浦,121.486543,31.242893,,60194a5f7e3a052fd4976f7a,天津路330-334号
MCF8O5WTM7,满春坊,满春坊,[黄浦] 满春坊,台湾路9弄,121.480468,31.237557,0.6666666666666666,满春坊,黄浦,121.487113,31.24363,,60194a617e3a052fd4976f7c,"台湾路9弄, 台湾路9弄4-10号"
V9VKBQGVS5,江西北小区,江西北小区,[虹口] 江西北小区,海宁路570弄,121.482195,31.24909,0,江西中路300-312号,黄浦,121.493608,31.244375,,60194a617e3a052fd4976f7e,"江西中路300号, 江西中路312号"
,____,,______,,,,0,浙江中路690号,黄浦,121.482919,31.246295,,60194a627e3a052fd4976f80,浙江中路690号
,____,,______,,,,0,九江路210号,黄浦,121.492692,31.242735,,60194a627e3a052fd4976f82,九江路210号
,____,,______,,,,0,浙江中路439号,黄浦,121.484239,31.242673,,60194a637e3a052fd4976f85,浙江中路439号
4W4XODQQPO,泗泾小区,泗泾小区,[黄浦] 泗泾小区,江西中路135弄,121.486832,31.233975,0.6,泗泾路15号,黄浦,121.493871,31.239209,,60194a637e3a052fd4976f87,泗泾路15号
AJ5UYEJZL4,徽宁小区,徽宁小区,[黄浦] 徽宁小区,南车站路192弄,121.490281,31.209433,0.6,徽宁路528号,黄浦,121.494471,31.214855,,60194a647e3a052fd4976f89,徽宁路528号
V9VKBQGVS5,江西北小区,江西北小区,[虹口] 江西北小区,海宁路570弄,121.482195,31.24909,0,江西中路383号,黄浦,121.49220502807,31.24599820911,,60194a6b7e3a052fd4976fa7,江西中路383号
V9VKBQGVS5,江西北小区,江西北小区,[虹口] 江西北小区,海宁路570弄,121.482195,31.24909,0,江西中路381号,黄浦,121.49219500029,31.245937868489,,60194a6c7e3a052fd4976fa9,江西中路381号
L3SF5E95QM,佘山东郡,佘山东郡,[松江] 佘山东郡,古楼公路1269弄,121.239895,31.103008,0,山东中路89号,黄浦,121.49135461303,31.238560207558,,60194a6c7e3a052fd4976fac,山东中路89号
L3SF5E95QM,佘山东郡,佘山东郡,[松江] 佘山东郡,古楼公路1269弄,121.239895,31.103008,0,山东北路28号,黄浦,121.48913428387,31.245331470581,,60194a6d7e3a052fd4976fae,山东北路28号
V0FNHSWJB1,大华兰湖天境,大华兰湖天境,[宝山] 大华兰湖天境,美兰湖罗迎路505弄,121.355496,31.403802,0,天津路524号,黄浦,121.48328074192,31.241948821893,,60194a6e7e3a052fd4976fb0,天津路524号
MILFFKBKIS,河南北小区,河南北小区,[虹口] 河南北小区,海宁路590弄,121.481865,31.248361,0,河南中路541号,黄浦,121.49042410461,31.245387570514,,60194a6f7e3a052fd4976fb2,河南中路541号
MILFFKBKIS,河南北小区,河南北小区,[虹口] 河南北小区,海宁路590弄,121.481865,31.248361,0,河南中路42号,黄浦,121.49338337134,31.237570038277,,60194a6f7e3a052fd4976fb4,河南中路42号
,____,,______,,,,0,福州路555号,黄浦,121.48659612974,31.238682076265,,60194a707e3a052fd4976fb8,福州路555号
,____,,______,,,,0,福州路400-402号,黄浦,121.4893972179,31.239818061463,,60194a717e3a052fd4976fbe,福州路400-402号
,____,,______,,,,0,浙江中路475号,黄浦,121.48363192188,31.24317246514,,60194a717e3a052fd4976fc1,浙江中路475号
MRTUVUA7DH,牛庄小区,牛庄小区,[黄浦] 牛庄小区,芝罘路112弄,121.47508,31.237706,0.6,牛庄路692号,黄浦,121.48380554933,31.243587483614,,60194a8e7e3a052fd497702b,牛庄路692号
,____,,______,,,,0,贵州路125号,黄浦,121.48264675193,31.242168304425,,60194a8e7e3a052fd497702d,贵州路125号
,____,,______,,,,0,福州路384弄,黄浦,121.4898426831,31.240016251555,,60194a8f7e3a052fd4977032,福州路384弄
NOQU2Y2VJB,曙光东苑,曙光东苑,[浦东] 曙光东苑,学北路337弄,121.711396,31.191735,0,广东路123号,黄浦,121.4954692278,31.239503551156,,60194a907e3a052fd4977034,广东路123号
,____,,______,,,,0,厦门路205弄,黄浦,121.48117872319,31.24510965092,1,60194a917e3a052fd4977037,厦门路205弄
CFLODIICXL,三和花园,三和花园,[静安] 三和花园,延平路123弄,121.439969,31.228346,0,三和里,黄浦,121.491952,31.24713,1,60194a917e3a052fd4977039,"江西中路430号, 江西中路428号"
,____,,______,,,,0,南京东路120号,黄浦,121.493563,31.24398,1,60194a927e3a052fd497703b,南京东路120号
VXIRCZ2HAH,宁波小区,宁波小区,[黄浦] 宁波小区,宁波路120弄,121.484702,31.239886,0.6,宁波路359-361号,黄浦,121.487185,31.244031,1,60194a927e3a052fd497703d,宁波路359-361号
V9VKBQGVS5,江西北小区,江西北小区,[虹口] 江西北小区,海宁路570弄,121.482195,31.24909,0,江西中路451号,黄浦,121.4916714,31.24738801,1,60194a937e3a052fd497703f,江西中路451号
,____,,______,,,,0,港泰广场,黄浦,121.4855241,31.23629037,1,60194a947e3a052fd4977042,延安东路700号
796VMBKUBM,福南小区,福南小区,[黄浦] 福南小区,金陵东路423弄,121.483988,31.228154,0.6,富南大厦,黄浦,121.496846,31.217638,84,60194ac77e3a052fd49770fd,陆家浜路976号
UV3FFQJFGS,新地苑,新地苑,[黄浦] 新地苑,复兴东路701弄,121.491142,31.222291,0.6666666666666666,新地大厦,黄浦,121.504386,31.213303,97,60194ac77e3a052fd49770ff,国货路8号
FDOVHRQ5CG,南国花园,南国花园,[闵行] 南国花园,七莘路3198弄,121.346402,31.160189,0,南国大厦,黄浦,121.500862,31.214569,100,60194ac87e3a052fd4977101,国货路288号
SOL5NVF9ZJ,海潮路256弄小区,海潮路256弄小区,[黄浦] 海潮路256弄小区,海潮路256弄,121.497065,31.207465,0.4,海潮路256弄,黄浦,121.503618,31.213281,98,60194ac87e3a052fd4977103,海潮路256弄
5LHAZSB46W,瞿二小区,瞿二小区,[黄浦] 瞿二小区,"西藏南路1341弄,保屯路50弄",121.488832,31.206115,0.6,瞿二小区,黄浦,121.494558,31.212109,102,60194acb7e3a052fd497710c,"西藏南路1341弄,西藏南路1351号,西藏南路1353号,西藏南路1371弄,西藏南路1375号,西藏南路1381号,西藏南路1383弄"
2TRBEMIU1V,百汇公寓,百汇公寓,[黄浦] 百汇公寓,陆家浜路468弄,121.497754,31.210631,0.6,百汇公寓,黄浦,121.5039392,31.21654259,122,60194acb7e3a052fd497710e,陆家浜路468弄28-30号
V5YIXFXNOQ,瞿溪路1032弄小区,瞿溪路1032弄小区,[黄浦] 瞿溪路1032弄小区,瞿溪路1032弄,121.47557,31.198776,0.375,瞿溪路115-131号,黄浦,121.500913,31.212232,119,60194acc7e3a052fd4977110,"瞿溪路115号, 瞿溪路117号, 瞿溪路119号, 瞿溪路121号, 瞿溪路123号, 瞿溪路125号, 瞿溪路127号, 瞿溪路129号, 瞿溪路131号"
JJSHVRLLHY,保屯路211弄小区,保屯路211弄小区,[黄浦] 保屯路211弄小区,保屯路211弄,121.491441,31.203943,0.4,保屯路50弄,黄浦,121.4966454,31.21192324,104,60194acc7e3a052fd4977112,保屯路50弄
LRAL91BRTW,天柱山路小区,天柱山路小区,[黄浦] 天柱山路小区,普育西路112弄,121.493275,31.210721,0.5,天柱山路小区,黄浦,121.500019,31.216444,133,60194acd7e3a052fd4977115,"天柱山路16-28号, 普育西路112弄, 天柱山路36弄, 天柱山路40号, 天柱山路44号"
JD2STHNAIA,海潮公寓,海潮公寓,[黄浦] 海潮公寓,普育东路31号,121.496442,31.210739,0.6,海潮公寓,黄浦,121.503052,31.216127,147,60194acd7e3a052fd4977117,普育东路31号
,____,,______,,,,0,国货路374-378号,黄浦,121.499048,31.21446168,62,60194abf7e3a052fd49770e0,"国货路376号, 国货路374号, 国货路378号"
LUHTLE9UIV,凌北公寓,凌北公寓,[黄浦] 凌北公寓,斜土东路338号,121.485884,31.206747,0.6,凌北公寓,黄浦,121.4925178,31.21216354,56,60194abf7e3a052fd49770e2,斜土东路338号
,____,,______,,,,0,协作大厦,黄浦,121.4935559,31.21303391,65,60194ac07e3a052fd49770e6,西藏南路1332号
WNDEQXRCZX,丽南公寓,丽南公寓,[黄浦] 丽南公寓,徽宁路355号,121.490114,31.210816,0.6,丽南公寓,黄浦,121.49667,31.216591,78,60194ac37e3a052fd49770ee,丽园路8号
8EV5F3LUI4,保利叶上海南区,保利叶上海南区,[宝山] 保利叶上海南区,菊联路589弄,121.35624,31.341881,0,海南西弄,黄浦,121.503652,31.216668,75,60194ac37e3a052fd49770f0,"海南西弄51弄, 海南西弄52号, 海南西弄54号, 海南西弄56号, 海南西弄58号, 海南西弄60号, 海南西弄62号, 海南西弄64号, 海南西弄61弄"
B88EVMINYY,绿叶公寓,绿叶公寓,[黄浦] 绿叶公寓,南车站路338弄,121.492235,31.206878,0.6,绿叶公寓,黄浦,121.4988058,31.21253715,82,60194ac37e3a052fd49770f2,南车站路338弄
K9KLIIEMJM,南车站小区,南车站小区,[黄浦] 南车站小区,南车站路149弄,121.492561,31.208203,0.5454545454545454,南车站路192弄,黄浦,121.4976436,31.21500801,68,60194ac37e3a052fd49770f4,南车站路192弄
UOUEXBBLEI,金汇园,金汇园,[黄浦] 金汇园,天柱山路88弄,121.492517,31.210464,0.6666666666666666,金汇园,黄浦,121.499171,31.216637,83,60194ac47e3a052fd49770f6,天柱山路88弄
NCSLKOSW1W,东物公寓,东物公寓,[黄浦] 东物公寓,国货路236号,121.495041,31.208772,0.6,东物公寓,黄浦,121.501675,31.21446,80,60194ac47e3a052fd49770f8,国货路236号
,____,,______,,,,0,永明大厦,黄浦,121.493465,31.216934,85,60194ac67e3a052fd49770fb,西藏南路1109号
NOQU2Y2VJB,曙光东苑,曙光东苑,[浦东] 曙光东苑,学北路337弄,121.711396,31.191735,0,广东路175号,黄浦,121.494644,31.23902035,,60194a877e3a052fd4977012,广东路175号
ASUPQC5APV,芙江小区,芙江小区,[长宁] 芙江小区,芙蓉江路62弄,121.394795,31.205408,0,福建中路112弄,黄浦,121.4889698,31.23860554,,60194a877e3a052fd4977014,福建中路112弄
ASUPQC5APV,芙江小区,芙江小区,[长宁] 芙江小区,芙蓉江路62弄,121.394795,31.205408,0,福建中路140弄,黄浦,121.4887216,31.23901726,,60194a887e3a052fd4977016,福建中路140弄
Z7PCO8TKUZ,北京里,北京里,[黄浦] 北京里,北京东路288弄,121.483996,31.241233,0.6666666666666666,北京东路456号,黄浦,121.4879483,31.24583464,,60194a897e3a052fd4977018,北京东路456号
,____,,______,,,,0,云中小区,黄浦,121.4825332,31.24226824,,60194a8a7e3a052fd497701a,贵州路131弄
VXIRCZ2HAH,宁波小区,宁波小区,[黄浦] 宁波小区,宁波路120弄,121.484702,31.239886,0.6,宁波路400号,黄浦,121.4862149,31.24403695,,60194a8b7e3a052fd497701d,宁波路400号
,____,,______,,,,0,浙江中路430号,黄浦,121.484276,31.24251516,,60194a8b7e3a052fd497701f,浙江中路430号
,____,,______,,,,0,南京东路146弄,黄浦,121.4935262,31.2441139,,60194a8b7e3a052fd4977021,南京东路146弄
,____,,______,,,,0,厦门路114号,黄浦,121.4827982147,31.245638772756,,60194a8c7e3a052fd4977023,厦门路114号
V9VKBQGVS5,江西北小区,江西北小区,[虹口] 江西北小区,海宁路570弄,121.482195,31.24909,0,江西中路421号,黄浦,121.4919026459,31.246799806807,,60194a8e7e3a052fd4977027,江西中路421号
AJ5UYEJZL4,徽宁小区,徽宁小区,[黄浦] 徽宁小区,南车站路192弄,121.490281,31.209433,0.6,徽宁路144-164号,黄浦,121.500091,31.217131,27,60194aa37e3a052fd497707b,"徽宁路164号, 徽宁路144号, 徽宁路154号"
HLV0XW4Y6D,黄浦新苑东区,黄浦新苑东区,[黄浦] 黄浦新苑东区,西藏南路1108弄,121.485954,31.210464,0.5,黄浦新苑(办公楼),黄浦,121.490562,31.214956,27,60194aa47e3a052fd497707e,西藏南路1108弄5号
K9KLIIEMJM,南车站小区,南车站小区,[黄浦] 南车站小区,南车站路149弄,121.492561,31.208203,0.5454545454545454,车站支路30-40号,黄浦,121.5001083,31.21373923,27,60194aa47e3a052fd4977080,"车站支路30号, 车站支路32号, 车站支路34号, 车站支路36号, 车站支路38号, 车站支路40号"
,____,,______,,,,0,制造局路507-529号,黄浦,121.49135,31.209796,38,60194aa67e3a052fd4977083,"制造局路507号, 制造局路521号, 制造局路525号, 制造局路529号"
9ES93TOLHR,天柱山路17弄小区,天柱山路17弄小区,[黄浦] 天柱山路17弄小区,天柱山路17弄,121.49336,31.211233,0.4,天柱山路17弄,黄浦,121.5004137,31.2168901,33,60194aa67e3a052fd4977085,天柱山路17弄
GS2TAXJTT8,兰花教师公寓南区,兰花教师公寓南区,[杨浦] 兰花教师公寓南区,安波路265弄,121.535743,31.303134,0,华教大厦,黄浦,121.4972662,31.21667584,46,60194aa77e3a052fd4977087,南车站路69弄
C6ZHCBDFR6,普育小区,普育小区,[黄浦] 普育小区,陆家浜路804弄,121.493505,31.212319,0.6,普育小区,黄浦,121.5001679,31.21788497,41,60194aa77e3a052fd4977089,陆家浜路804弄2-7号
8OH3VADYUJ,华盛大公馆,华盛大公馆,[黄浦] 华盛大公馆,北京西路355弄,121.467267,31.23445,0.5454545454545454,华盛大厦,黄浦,121.489161,31.241221,1,60194aa97e3a052fd497708c,"九江路399号, 汉口路398号, 汉口路400号"
,____,,______,,,,0,置地广场,黄浦,121.4889519,31.24218951,1,60194aa97e3a052fd497708e,南京东路409-459号
R8KYDO8SW1,六荷苑,六荷苑,[浦东] 六荷苑,张杨北路588弄,121.589016,31.268578,0,六合大厦,黄浦,121.4814076,31.24314378,2,60194aa97e3a052fd4977090,云南北路59号
AJ5UYEJZL4,徽宁小区,徽宁小区,[黄浦] 徽宁小区,南车站路192弄,121.490281,31.209433,0.6,徽宁路4-10号,黄浦,121.5023343,31.21723028,14,60194a9b7e3a052fd4977060,"徽宁路4号, 徽宁路6弄, 徽宁路8号, 徽宁路10号"
JGTKW1C4Q3,西藏北路691弄小区,西藏北路691弄小区,[静安] 西藏北路691弄小区,西藏北路691弄,121.4682,31.254101,0,西藏南路1421弄,黄浦,121.4949665,31.21042395,15,60194a9d7e3a052fd4977062,"西藏南路1421弄, 西藏南路1415号"
K9KLIIEMJM,南车站小区,南车站小区,[黄浦] 南车站小区,南车站路149弄,121.492561,31.208203,0.5454545454545454,车站东路191-195号,黄浦,121.4996959,31.21405703,15,60194a9e7e3a052fd4977064,"车站东路195号, 车站东路191号, 车站东路193号"
XVIMEMU4BZ,海潮路240弄小区,海潮路240弄小区,[黄浦] 海潮路240弄小区,海潮路240弄,121.497119,31.207704,0.4,海潮路240弄,黄浦,121.5039004,31.21343796,16,60194a9e7e3a052fd4977066,海潮路240弄
8T1X3PMYPI,承兴里,承兴里,[黄浦] 承兴里,黄河路253弄,121.468569,31.236965,0.6666666666666666,城信大厦,黄浦,121.494001,31.214522,20,60194a9f7e3a052fd4977069,西藏南路1225号
SOL5NVF9ZJ,海潮路256弄小区,海潮路256弄小区,[黄浦] 海潮路256弄小区,海潮路256弄,121.497065,31.207465,0.4,海潮路230弄,黄浦,121.5039666,31.21366079,17,60194a9f7e3a052fd497706b,海潮路230弄
2GYAGP6LSD,明珠家园(瞿溪路),明珠家园(瞿溪路),[黄浦] 明珠家园(瞿溪路),瞿溪路501弄,121.487336,31.202746,0.4,瞿溪路463弄,黄浦,121.4947195,31.20905226,22,60194aa07e3a052fd497706d,瞿溪路463弄
NXTK8V9OHM,普育里,普育里,[黄浦] 普育里,蓬莱路303弄,121.489202,31.217626,0.6666666666666666,普育东路65弄,黄浦,121.50356499955,31.216002864548,23,60194aa17e3a052fd497706f,普育东路65弄
C6ZHCBDFR6,普育小区,普育小区,[黄浦] 普育小区,陆家浜路804弄,121.493505,31.212319,0.6,普育西路110号,黄浦,121.500424,31.216599,25,60194aa27e3a052fd4977075,普育西路110号
9OC6Z6DKBZ,阳光公寓(陆家浜路),阳光公寓(陆家浜路),[黄浦] 阳光公寓(陆家浜路),陆家浜路305弄,121.50055,31.211498,0.375,陆家浜路1256弄,黄浦,121.4916303,31.2172502,25,60194aa27e3a052fd4977079,陆家浜路1256弄
KDVBVWOBIZ,丽园路574弄小区,丽园路574弄小区,[黄浦] 丽园路574弄小区,丽园路574弄,121.48122,31.207007,0.4,丽园路43弄,黄浦,121.4961014,31.21668164,2,60194a957e3a052fd4977044,丽园路43弄
K9KLIIEMJM,南车站小区,南车站小区,[黄浦] 南车站小区,南车站路149弄,121.492561,31.208203,0.5454545454545454,南车站路67弄,黄浦,121.4969448,31.21704768,1,60194a967e3a052fd4977046,南车站路67弄
C6ZHCBDFR6,普育小区,普育小区,[黄浦] 普育小区,陆家浜路804弄,121.493505,31.212319,0.6,普育西路112弄1号,黄浦,121.50046704927,31.216262639517,1,60194a967e3a052fd4977048,普育西路112弄1号
9OC6Z6DKBZ,阳光公寓(陆家浜路),阳光公寓(陆家浜路),[黄浦] 阳光公寓(陆家浜路),陆家浜路305弄,121.50055,31.211498,0.375,陆家浜路1018弄,黄浦,121.4959056,31.21764982,2,60194a967e3a052fd497704a,陆家浜路1018弄
K9KLIIEMJM,南车站小区,南车站小区,[黄浦] 南车站小区,南车站路149弄,121.492561,31.208203,0.5454545454545454,南车站路30弄,黄浦,121.496241,31.217467,3,60194a977e3a052fd497704c,"南车站路30弄, 南车站路20弄"
9OC6Z6DKBZ,阳光公寓(陆家浜路),阳光公寓(陆家浜路),[黄浦] 阳光公寓(陆家浜路),陆家浜路305弄,121.50055,31.211498,0.375,陆家浜路490弄3号,黄浦,121.504312,31.217256,8,60194a997e3a052fd4977055,陆家浜路490弄3号
V5YIXFXNOQ,瞿溪路1032弄小区,瞿溪路1032弄小区,[黄浦] 瞿溪路1032弄小区,瞿溪路1032弄,121.47557,31.198776,0.375,瞿溪路129弄,黄浦,121.5010709,31.21235568,7,60194a9a7e3a052fd4977057,瞿溪路129弄
AJ5UYEJZL4,徽宁小区,徽宁小区,[黄浦] 徽宁小区,南车站路192弄,121.490281,31.209433,0.6,徽宁路702号,黄浦,121.4918679,31.21359817,11,60194a9a7e3a052fd4977059,徽宁路702号
2PFXSKQBLA,西凌新村,西凌新村,[黄浦] 西凌新村,"制造局路567弄,西陵家宅路27弄",121.485481,31.204885,0.6,西凌家宅路135号,黄浦,121.492071,31.209865,9,60194a9a7e3a052fd497705b,西凌家宅路135号
2GYAGP6LSD,明珠家园(瞿溪路),明珠家园(瞿溪路),[黄浦] 明珠家园(瞿溪路),瞿溪路501弄,121.487336,31.202746,0.4,瞿溪路566弄,黄浦,121.49303,31.20829918,13,60194a9b7e3a052fd497705e,瞿溪路566弄
6BIPOSW8ET,冠浦花园,冠浦花园,[黄浦] 冠浦花园,制造局路365弄,121.484863,31.205948,0.6,冠浦花园,黄浦,121.491463,31.211848,157,60194acf7e3a052fd4977119,制造局路365弄1号
QCTUO841Q9,惠国公寓,惠国公寓,[黄浦] 惠国公寓,国货路370弄,121.492857,31.208756,0.6,惠国公寓,黄浦,121.499429,31.214428,153,60194ad07e3a052fd497711b,国货路370弄
0BCKD3LPKM,德昌公寓,德昌公寓,[黄浦] 德昌公寓,斜土东路23弄,121.490451,31.208856,0.6,德昌公寓,黄浦,121.497462,31.214592,158,60194ad07e3a052fd497711d,斜土东路23弄
9OC6Z6DKBZ,阳光公寓(陆家浜路),阳光公寓(陆家浜路),[黄浦] 阳光公寓(陆家浜路),陆家浜路305弄,121.50055,31.211498,0.375,陆家浜路1382弄,黄浦,121.4897821,31.21648006,176,60194ad17e3a052fd4977120,陆家浜路1382弄
6DIT14IGB7,仁宝公寓,仁宝公寓,[黄浦] 仁宝公寓,陆家浜路468弄,121.49737,31.209022,0.6,仁宝公寓,黄浦,121.503881,31.214638,163,60194ad17e3a052fd4977122,陆家浜路468弄88、98号
L3FZ5VNOVG,雅士公寓,雅士公寓,[黄浦] 雅士公寓,海潮路222弄,121.496685,31.208352,0.6,雅士公寓,黄浦,121.503208,31.213993,183,60194ad37e3a052fd4977124,海潮路222弄
LWXTY7YLTT,宏兴里,宏兴里,[黄浦] 宏兴里,北京东路850弄,121.473835,31.238182,0.6666666666666666,宏兴里,黄浦,121.4807775,31.24401919,2,60194ad37e3a052fd4977126,北京东路850弄
EJ3ZJX2EFA,北方花苑,北方花苑,[黄浦] 北方花苑,保屯路129弄,121.490636,31.205763,0.6,北方花苑,黄浦,121.496924,31.211465,194,60194ad37e3a052fd4977128,保屯路129弄
NE9N4FS8PL,陕西南路186弄小区,陕西南路186弄小区,[徐汇] 陕西南路186弄小区,陕西南路186弄,121.457084,31.219138,0,山西南路5号,黄浦,121.4900195,31.24014684,2,60194ad47e3a052fd497712e,山西南路5号
,____,,______,,,,0,厦门路115-139号,黄浦,121.482851,31.245463,2,60194ad67e3a052fd4977133,"厦门路115号, 厦门路129号, 厦门路139号"
,____,,______,,,,0,宾龙商务酒店,黄浦,121.4948672,31.24084075,1,60194aa97e3a052fd4977092,"福州路105号, 四川中路125弄20、30号"
